team1_champ1,team1_champ2,team1_champ3,team1_champ4,team1_champ5,team2_champ1,team2_champ2,team2_champ3,team2_champ4,team2_champ5,result
34,55,13,93,66,36,135,145,53,164,1
26,86,49,137,44,6,58,158,53,37,0
34,73,76,137,85,6,58,145,93,43,0
163,70,97,14,151,74,148,145,53,66,1
34,73,97,9,15,152,135,145,93,164,1
6,55,49,14,15,74,77,83,75,85,1
152,103,102,23,43,163,58,3,53,85,0
74,86,97,75,43,36,153,145,14,85,0
34,19,5,75,66,26,55,102,137,120,0
163,153,35,14,66,67,55,38,53,43,0
34,7,102,83,164,163,73,97,14,121,1
163,148,145,75,66,152,55,35,53,85,0
36,70,17,137,85,26,148,145,83,15,1
86,7,5,99,85,152,135,102,75,15,1
26,7,145,64,68,34,148,97,14,123,0
34,153,8,75,66,26,73,97,53,164,1
34,105,83,137,44,26,55,102,14,15,0
34,86,97,23,43,6,55,102,83,15,0
45,73,145,162,43,163,30,76,14,44,1
26,73,49,53,15,34,55,102,14,66,1
26,73,49,79,44,34,30,83,75,164,1
163,153,101,162,85,6,30,83,53,37,0
13,103,49,48,15,26,30,14,75,43,0
34,153,38,75,66,6,86,97,53,85,1
34,73,35,83,15,163,86,18,137,160,1
34,30,76,75,15,6,73,83,14,12,1
34,148,102,48,44,152,55,17,83,85,1
26,103,145,14,121,163,30,100,75,66,0
6,55,101,14,15,34,73,76,75,85,1
163,109,49,53,164,152,12,83,75,66,0
26,73,97,75,66,34,30,38,14,121,0
26,73,76,9,21,12,55,145,79,43,0
163,58,49,14,15,36,86,102,137,66,0
6,55,102,14,43,24,73,38,53,85,0
26,153,39,14,43,34,70,145,113,15,1
13,86,49,75,66,26,73,101,14,123,1
111,105,76,84,39,34,73,38,14,160,1
36,7,163,53,37,74,30,134,137,43,1
163,30,76,14,85,6,70,49,68,140,0
34,58,102,23,85,74,55,49,79,15,1
163,103,49,75,66,34,2,25,14,85,1
26,73,17,71,15,34,55,102,137,44,1
6,105,83,71,121,13,30,76,53,44,1
34,73,100,79,85,26,55,97,14,15,0
163,7,102,53,85,67,153,69,75,66,1
45,153,145,14,15,13,30,76,75,66,0
34,19,145,14,15,6,55,60,53,85,0
67,135,102,162,43,163,55,17,79,44,1
34,19,76,14,85,6,58,145,75,66,1
34,148,8,14,85,26,161,38,162,73,1
86,148,97,99,43,163,103,38,53,10,1
6,148,101,14,15,163,55,145,75,85,0
36,148,102,93,43,26,73,39,53,66,0
163,30,83,137,43,34,70,60,48,44,1
13,135,38,75,66,163,55,5,14,85,1
34,153,145,159,66,163,139,18,53,140,1
36,55,49,48,15,67,103,101,113,43,1
12,153,83,71,85,6,30,76,9,44,0
28,86,38,14,85,74,73,145,75,66,1
34,73,8,14,66,26,105,83,99,85,1
34,30,76,9,21,6,105,83,79,120,1
74,148,102,93,85,13,55,145,53,15,0
163,73,97,75,66,6,153,145,53,85,0
34,73,83,75,43,26,30,17,53,15,1
26,86,17,14,121,34,103,145,75,66,1
13,30,76,79,85,163,96,105,93,43,1
34,58,102,75,66,12,148,97,137,121,1
6,58,83,14,15,34,161,102,137,85,1
163,148,49,14,66,26,73,101,79,164,0
74,30,83,14,66,163,55,39,75,85,1
45,30,145,14,43,6,55,102,53,44,0
13,103,49,53,85,69,73,83,75,15,0
74,55,102,14,66,34,35,56,53,85,0
34,55,145,48,44,74,73,83,14,85,0
163,161,101,75,66,74,70,102,14,85,1
34,139,39,75,66,163,73,20,14,85,0
69,103,101,93,15,36,153,95,53,85,0
12,135,163,93,140,26,55,38,53,43,0
6,30,97,23,85,34,29,76,14,15,0
13,161,17,48,121,78,55,102,162,15,1
34,73,59,14,66,6,30,76,137,15,0
163,7,49,93,43,74,58,101,53,85,1
34,30,83,14,43,26,73,116,75,160,1
6,55,102,53,121,152,30,83,137,85,0
26,73,38,75,10,69,55,145,159,66,1
163,55,49,83,121,34,30,76,134,164,1
34,30,83,53,43,163,55,102,14,66,1
163,7,101,53,164,74,105,76,137,43,1
6,58,145,53,164,163,86,97,137,121,0
74,73,145,75,66,163,86,97,53,87,0
26,153,31,14,85,163,55,145,83,66,0
6,161,49,53,164,163,105,83,14,85,1
34,55,102,93,40,163,30,89,53,129,0
26,55,49,83,164,163,73,38,14,121,1
26,30,97,53,43,163,73,83,93,44,0
163,55,102,75,43,28,153,145,14,66,1
26,86,145,71,121,163,55,102,53,43,0
163,55,145,71,164,26,86,102,53,121,1
74,86,97,53,43,26,55,145,93,85,0
163,55,102,14,15,34,30,76,75,10,0
34,153,17,53,129,6,103,145,93,164,0
12,153,97,93,66,34,103,145,53,43,0
34,77,83,75,66,163,58,102,93,43,0
34,73,49,9,15,163,58,101,14,85,1
34,73,97,14,15,163,58,102,53,10,1
163,73,49,14,85,152,148,102,53,15,0
26,55,102,79,120,34,73,145,53,85,1
34,55,49,23,43,163,58,102,53,15,0
36,58,101,23,43,13,55,49,53,85,0
13,73,89,53,164,56,153,102,75,121,1
26,73,83,99,10,163,55,97,137,120,1
152,73,83,14,85,163,55,97,79,44,1
34,73,83,99,121,26,86,97,53,43,1
34,30,83,79,44,26,73,97,53,129,1
34,55,101,14,85,6,148,97,83,164,0
163,55,102,93,66,74,103,145,53,43,0
152,103,101,53,43,74,73,97,83,164,0
28,103,101,14,15,74,73,97,75,160,0
34,73,97,137,85,6,55,145,53,43,1
163,73,76,14,66,34,30,83,137,43,1
34,148,49,83,85,163,55,101,53,15,0
6,85,83,14,15,34,73,97,75,44,1
163,30,83,23,43,26,105,76,14,85,0
36,58,49,14,43,26,30,76,93,85,0
36,30,76,79,120,26,86,97,93,21,1
56,30,76,54,15,24,73,39,14,85,1
34,73,49,75,43,26,70,102,14,15,1
34,55,102,75,43,26,73,89,53,66,1
74,73,83,137,120,163,153,145,14,66,0
74,103,101,79,44,163,30,76,14,85,0
163,55,101,53,43,36,70,145,83,164,1
61,73,101,83,164,163,55,102,75,43,0
26,153,102,75,43,36,103,145,53,44,0
163,153,145,14,66,26,73,97,53,43,1
26,73,145,53,66,163,153,97,14,43,1
26,73,83,99,10,163,30,76,79,43,1
163,30,76,79,43,26,55,101,14,10,0
34,55,102,93,85,163,105,83,79,44,1
86,30,76,99,10,34,73,97,53,85,1
34,73,83,53,85,86,30,76,14,15,0
34,73,101,53,44,6,55,102,14,66,0
34,55,101,75,66,6,148,102,14,43,1
34,55,102,75,121,26,105,97,14,66,0
163,55,101,14,15,152,73,97,53,85,1
163,73,97,137,85,34,55,102,79,15,1
26,73,97,53,15,34,148,101,14,85,0
26,73,49,53,15,36,148,101,14,43,0
34,105,145,75,15,36,153,102,14,85,1
34,153,38,75,66,163,55,145,53,85,0
163,30,83,14,43,26,153,145,79,66,1
163,7,101,53,43,34,86,97,14,66,1
86,30,76,14,15,163,55,101,79,85,0
74,139,101,14,85,163,73,76,75,66,0
26,73,97,14,85,163,55,101,75,43,1
163,73,102,14,85,74,153,145,71,164,1
163,73,102,14,15,74,153,145,54,85,1
86,30,83,137,121,152,73,76,14,164,1
26,7,102,14,66,86,73,83,137,121,0
163,73,83,53,15,34,30,76,75,66,0
34,86,97,53,43,26,55,38,137,15,1
6,105,83,14,10,34,30,76,53,43,1
163,55,102,137,15,86,73,97,14,85,0
163,55,102,137,43,34,153,39,14,85,0
34,55,38,53,164,6,148,101,14,85,0
34,55,101,75,66,6,86,97,14,43,0
34,30,76,53,85,163,55,145,79,15,1
163,86,145,75,43,152,153,35,14,85,0
34,153,102,14,85,6,30,76,75,15,1
163,86,102,75,15,45,153,145,137,85,0
34,153,39,75,66,163,148,102,137,43,0
34,30,83,53,44,86,73,76,14,85,0
34,148,49,75,43,163,7,101,53,66,1
111,73,97,137,85,34,148,102,93,44,1
34,30,83,23,85,163,73,76,137,43,1
34,55,101,79,15,26,58,102,14,43,0
26,105,89,14,43,34,30,97,137,44,0
34,73,97,14,43,74,30,20,75,66,1
152,153,101,23,43,74,148,49,75,85,0
45,153,101,23,43,163,58,49,75,85,1
34,105,83,79,43,28,103,49,53,121,0
26,73,76,53,15,163,55,145,137,85,1
26,30,76,75,43,34,73,83,53,66,1
34,86,97,93,43,26,30,137,53,44,1
86,73,76,14,66,34,148,49,79,121,1
26,73,49,54,43,86,85,83,99,10,0
86,148,145,14,85,163,30,76,75,43,0
86,73,39,14,85,163,30,76,79,44,0
34,73,49,79,44,6,30,20,14,66,0
163,55,101,23,85,45,73,145,75,66,1
163,73,97,137,85,6,29,76,75,66,0
34,153,145,14,15,86,73,83,137,85,1
26,30,76,93,43,34,73,97,53,85,1
34,148,101,23,43,163,55,102,75,85,1
163,103,101,75,66,34,73,97,9,85,1
163,153,101,137,15,34,73,97,79,44,1
34,55,101,53,66,26,73,102,75,43,0
34,7,49,75,121,26,73,101,53,10,0
163,148,102,14,51,34,30,76,53,15,0
163,30,76,79,43,6,55,102,14,66,1
34,73,101,75,66,163,55,17,14,121,1
163,73,39,14,10,6,29,76,137,85,0
45,103,101,71,121,74,73,83,14,66,1
34,73,83,99,15,28,153,145,71,123,0
86,153,20,14,15,152,103,101,83,85,1
26,70,49,75,15,163,148,39,53,85,1
163,153,101,83,164,26,86,97,79,120,1
34,86,49,75,15,6,58,102,14,85,1
163,30,76,53,43,67,55,102,14,66,1
45,105,49,75,43,163,30,76,53,85,0
34,148,101,23,85,26,30,76,137,43,0
6,148,101,83,85,34,73,97,137,43,0
34,148,49,71,164,163,86,83,14,66,0
86,55,102,53,15,26,73,20,14,85,1
163,55,102,53,44,67,103,97,14,85,0
36,70,101,75,85,26,153,145,93,15,0
34,58,102,14,15,67,73,49,93,43,1
86,148,101,83,85,26,73,76,75,43,0
163,103,101,14,121,152,30,76,75,10,1
163,30,76,79,44,45,96,145,53,66,1
152,96,83,14,15,86,153,49,75,43,1
152,96,102,14,43,36,86,49,83,15,1
13,30,83,14,15,26,58,102,137,85,0
45,153,49,83,85,26,103,102,75,43,1
163,73,49,53,10,6,161,102,14,85,0
74,70,101,75,66,34,30,76,99,121,1
34,73,76,93,43,163,30,83,75,66,0
13,30,20,14,85,34,58,101,75,66,1
13,103,101,53,43,163,30,76,14,15,1
34,30,76,23,43,74,73,83,14,10,0
6,153,101,53,66,34,148,102,134,43,1
26,70,102,14,43,163,105,97,53,85,0
26,105,76,75,66,163,73,97,93,87,1
45,73,49,75,43,163,86,83,53,66,0
26,105,76,137,43,163,73,97,134,164,1
34,103,102,14,121,6,105,83,75,15,0
45,153,145,53,85,36,86,101,14,66,0
74,30,76,53,43,34,85,83,14,15,0
163,30,76,137,66,86,85,83,99,15,1
13,85,145,75,43,163,103,101,159,10,1
163,30,83,23,5,28,73,38,14,85,1
34,73,83,75,44,67,30,20,14,43,1
86,85,20,14,66,26,73,49,54,43,1
26,73,49,93,43,163,86,14,75,10,1
163,55,49,9,85,34,73,25,14,30,0
163,153,97,9,10,45,103,101,75,121,1
34,70,49,75,66,13,148,97,14,43,1
163,153,97,113,85,26,103,101,93,66,1
13,30,76,93,15,163,105,97,162,10,0
6,103,49,14,43,86,30,76,137,44,1
34,30,76,48,44,6,73,97,75,43,1
74,70,49,137,43,36,30,76,134,44,1
86,30,76,137,43,163,73,97,75,85,1
86,73,76,137,85,56,108,97,14,30,1
34,103,76,99,15,163,30,97,159,10,0
152,30,76,137,15,163,153,97,159,10,1
163,29,83,14,15,34,86,97,53,85,1
26,30,76,75,10,163,105,97,9,43,1
86,105,83,159,10,26,108,97,137,43,0
34,19,101,9,85,26,70,97,75,43,1
163,73,76,137,43,34,70,102,53,85,1
26,73,97,75,44,163,30,38,83,43,1
34,85,97,14,43,163,73,145,75,15,0
36,86,76,9,85,152,73,49,83,43,0
6,105,83,75,85,45,30,97,137,43,1
26,70,102,83,43,12,85,76,53,164,0
34,101,83,159,85,45,30,97,75,43,0
13,86,83,75,43,34,73,145,134,66,0
74,73,76,137,43,152,55,101,14,85,0
34,73,76,137,44,163,85,101,14,43,0
34,73,97,134,164,163,85,76,93,66,1
34,133,76,99,15,74,103,145,137,85,1
12,70,49,75,44,34,73,97,9,43,1
163,30,145,14,85,6,73,76,137,66,0
74,73,76,75,44,152,30,97,14,15,1
34,30,97,53,85,163,73,49,75,15,0
74,30,97,75,43,163,58,49,53,44,1
163,19,76,75,121,74,30,49,14,10,0
163,30,83,75,10,45,73,97,9,85,1
86,30,76,53,15,163,55,101,75,66,1
163,85,49,83,10,86,73,102,137,15,1
12,85,83,53,15,34,30,97,75,43,0
12,55,145,75,44,163,73,83,93,43,1
163,29,76,99,85,34,73,101,75,15,0
163,70,101,75,66,152,30,76,14,43,0
34,148,97,14,85,6,135,57,75,66,0
26,30,76,113,15,67,55,102,53,85,1
163,103,101,143,40,6,153,145,53,121,0
26,70,25,71,37,12,55,3,137,44,1
74,30,76,14,15,34,39,145,53,85,1
45,73,83,99,66,34,70,101,75,43,0
26,70,101,93,43,36,103,60,53,37,0
163,105,83,9,15,86,2,101,75,85,0
86,55,102,75,66,163,7,5,99,43,0
34,58,101,99,133,6,16,17,137,121,1
36,70,97,113,10,67,103,145,93,43,0
78,139,76,162,15,36,70,17,137,44,0
163,148,17,14,15,67,70,101,75,66,0
26,86,49,9,10,6,161,145,75,66,1
34,7,5,83,85,56,103,102,53,43,1
163,73,25,75,66,34,7,128,14,85,1
34,103,101,14,10,163,148,97,71,43,0
6,55,145,53,85,152,153,35,75,10,0
26,55,145,159,30,67,135,102,113,15,1
163,30,83,14,15,26,86,49,48,85,1
6,30,76,14,43,34,58,102,140,68,1
74,103,101,9,21,34,73,97,137,37,1
67,77,83,79,123,69,105,76,99,85,1
13,148,97,137,120,163,70,17,9,10,0
26,73,97,53,15,34,103,145,75,85,1
163,70,35,14,66,67,148,17,23,85,0
74,30,76,99,51,34,58,101,79,43,1
74,30,76,137,121,28,73,101,159,164,1
36,153,83,75,43,26,30,76,159,15,0
13,55,5,14,15,36,86,102,75,85,1
6,55,101,99,133,34,103,82,137,44,1
26,77,163,53,10,34,103,3,93,43,0
34,153,145,14,44,86,7,101,53,43,0
163,30,97,75,15,45,55,145,14,85,1
34,153,35,79,44,6,29,76,137,66,1
26,70,101,159,85,69,148,102,75,66,1
26,73,5,71,37,69,109,35,93,43,1
34,103,49,48,85,6,30,76,14,43,1
13,70,145,48,85,163,55,18,14,15,1
26,73,101,79,15,12,2,17,53,37,1
67,7,5,75,66,24,58,101,113,160,1
26,73,38,137,43,6,86,97,14,15,0
163,139,83,14,15,34,148,8,23,85,0
34,135,102,68,140,26,55,145,162,66,1
163,103,100,79,101,6,2,5,9,121,1
74,86,97,14,85,163,58,101,75,66,0
26,103,49,75,43,36,86,83,159,15,1
6,103,76,99,5,56,30,83,134,15,1
13,148,76,9,10,26,55,145,137,120,0
26,73,35,134,43,34,30,97,53,44,1
163,7,101,14,43,13,30,145,79,85,0
163,29,76,14,15,152,153,35,162,73,1
34,30,76,75,43,163,103,145,14,85,1
34,105,83,9,10,26,58,101,14,15,1
163,148,100,23,85,6,30,76,75,15,1
26,58,17,134,66,67,153,8,137,120,1
152,7,102,9,66,36,55,35,159,121,1
34,86,97,79,44,24,73,76,14,85,1
36,103,145,75,66,26,30,76,159,15,1
163,73,8,75,85,13,30,101,79,15,1
34,70,102,134,121,56,148,17,137,43,1
6,29,83,23,10,67,7,35,159,43,0
13,30,83,75,85,26,148,17,14,15,1
6,55,101,75,66,34,86,97,159,15,0
34,29,76,99,5,6,153,145,143,66,1
74,58,145,134,85,163,73,35,14,43,0
13,153,83,14,43,163,148,17,23,85,0
26,73,46,75,43,34,29,145,159,85,1
26,73,101,75,44,34,7,5,14,15,0
163,29,49,79,15,34,86,97,32,43,0
13,30,83,48,164,163,73,76,53,121,1
152,148,46,75,85,24,7,5,159,66,0
26,73,145,134,85,6,58,17,14,15,1
163,85,97,14,66,36,105,83,159,15,1
26,85,83,159,43,34,73,97,137,44,1
34,73,76,134,43,6,85,83,137,44,1
13,85,83,14,10,28,86,97,75,43,0
163,30,76,71,43,34,29,83,53,44,1
13,85,97,159,10,36,73,76,75,43,1
6,86,76,14,85,34,73,145,75,66,1
6,105,83,14,10,86,73,76,75,66,1
163,108,97,75,164,152,73,83,159,66,0
34,73,83,159,44,6,86,76,14,85,0
6,85,76,75,15,34,73,97,14,10,1
6,85,97,53,164,34,73,76,48,66,1
45,73,49,137,43,163,86,76,14,66,0
21,22,17,23,10,24,19,25,14,5,0
26,27,8,23,15,28,29,25,14,30,0
28,7,31,32,5,12,16,8,4,10,0
33,27,8,23,30,34,35,5,14,15,0
36,2,3,4,37,24,22,8,32,30,0
34,73,17,23,15,33,22,3,14,30,1
12,2,17,53,37,59,16,8,14,51,0
74,19,8,4,5,34,2,25,32,10,1
74,19,3,32,10,55,2,25,4,30,1
6,2,17,75,37,36,16,31,14,12,1
36,2,17,75,37,76,16,8,32,10,0
36,16,17,14,41,76,2,31,32,10,0
24,16,49,32,10,28,22,25,4,12,0
12,16,8,14,51,34,2,5,53,37,1
28,2,31,14,51,26,19,25,32,15,1
24,19,3,32,5,6,2,25,14,15,0
34,19,76,53,37,36,2,3,14,51,1
74,19,31,14,10,76,2,25,32,15,1
41,22,8,14,5,6,2,17,75,10,1
74,22,17,32,41,24,73,25,23,10,1
6,2,17,23,12,28,16,38,32,51,1
74,22,8,83,10,21,2,3,32,5,1
74,16,3,83,15,54,2,8,48,10,1
6,2,5,23,12,24,29,31,14,37,0
74,29,31,54,51,28,2,5,23,12,1
8,22,46,14,10,24,16,25,53,5,1
24,19,97,23,30,74,29,8,75,15,0
67,16,8,14,10,39,22,25,53,37,0
74,27,5,14,10,76,22,8,75,15,0
34,22,8,75,66,74,24,17,23,15,1
34,73,17,14,51,36,2,8,53,37,1
6,70,3,75,10,34,29,20,14,51,1
6,16,17,23,15,24,22,5,14,51,0
74,16,17,4,51,76,29,48,32,10,0
12,16,46,14,5,74,2,31,32,10,1
34,19,8,14,10,6,27,25,53,37,1
76,16,13,53,37,74,2,3,14,15,1
12,16,8,53,37,24,2,13,14,10,1
34,35,51,14,10,6,2,31,54,44,1
34,16,21,4,64,76,19,8,53,37,1
74,22,97,75,10,34,2,8,14,43,1
6,2,8,83,15,74,29,17,14,10,0
28,35,8,14,10,12,16,17,32,5,1
28,22,8,83,5,76,29,17,48,10,1
34,16,97,14,66,24,29,8,23,15,0
28,70,5,14,10,6,2,8,32,15,1
24,16,5,83,10,34,22,8,54,51,0
76,2,31,4,15,74,16,3,32,90,1
76,29,20,14,5,74,16,3,113,84,1
28,22,5,4,43,34,29,3,32,30,0
34,29,38,75,15,52,35,46,14,10,0
34,70,46,53,37,24,29,59,14,51,1
24,16,25,75,10,76,2,3,14,37,1
74,29,17,14,43,34,35,3,75,30,0
74,22,31,4,43,28,2,5,75,15,1
74,22,3,75,66,6,27,8,14,5,1
76,22,3,75,10,74,16,17,4,15,1
55,16,3,75,66,74,22,17,4,43,1
6,16,17,83,43,52,19,3,14,10,0
74,16,25,54,44,52,19,3,14,21,0
13,35,34,14,51,74,19,8,53,37,0
48,19,34,23,15,8,29,26,14,5,1
34,29,8,75,43,12,2,17,32,15,0
28,2,5,14,15,74,19,3,75,10,1
34,19,49,14,51,6,2,3,4,5,1
74,29,49,14,15,34,35,25,75,10,0
74,12,17,23,85,6,2,3,53,37,1
28,29,5,14,10,74,12,46,75,15,0
74,16,25,4,64,55,92,31,53,37,1
34,70,17,75,15,74,35,78,14,10,0
34,70,31,23,5,12,2,3,14,10,0
34,132,46,14,15,74,29,17,23,85,1
74,2,3,14,15,28,19,8,75,66,1
52,2,8,14,51,74,29,5,75,15,1
74,29,97,14,51,59,27,8,53,37,1
74,109,8,23,15,52,29,97,53,37,0
24,77,8,14,12,74,22,17,53,37,1
6,16,17,14,51,24,22,3,54,5,0
48,29,34,75,15,74,132,46,32,10,1
28,29,20,4,37,74,27,13,75,15,1
38,16,31,53,37,12,2,46,4,43,1
74,22,3,23,15,76,2,31,32,85,1
52,29,3,23,10,74,2,8,53,15,1
6,16,97,53,37,34,29,38,14,10,1
33,29,3,75,12,76,19,34,14,85,0
34,35,51,54,15,6,29,8,23,85,1
74,29,31,83,10,28,2,5,113,85,1
34,2,5,79,51,111,35,31,32,85,0
34,29,31,54,15,74,35,39,23,85,0
12,2,17,53,37,24,19,3,23,85,1
34,7,31,23,15,52,132,97,14,85,0
52,132,97,23,15,34,12,82,14,85,0
34,132,46,75,51,74,27,97,14,15,0
28,16,17,32,10,12,7,8,75,15,0
76,29,25,14,12,74,132,8,53,37,1
28,73,34,75,10,24,132,17,32,85,1
12,29,20,14,15,34,16,101,75,66,0
36,29,59,14,10,12,16,31,75,85,0
12,16,13,75,85,56,7,3,14,15,1
76,132,3,14,15,24,16,5,83,43,1
24,2,8,14,5,28,16,3,68,10,0
34,16,3,54,10,12,133,8,23,85,0
24,132,8,68,64,45,16,17,75,12,1
12,132,25,75,15,52,16,8,14,85,0
74,22,8,14,51,6,16,17,53,37,1
13,16,8,53,62,76,22,97,137,37,0
74,16,39,23,10,17,22,31,75,15,1
24,132,97,14,15,34,22,17,75,43,1
12,16,17,75,51,34,22,8,54,10,0
34,2,5,68,10,74,132,8,14,15,0
12,132,97,23,15,28,103,17,54,5,1
12,132,8,75,15,28,73,17,14,10,0
34,73,97,75,10,74,132,8,14,85,0
12,2,8,14,51,74,16,97,75,85,0
28,29,3,53,37,6,2,8,23,10,1
39,16,3,75,10,74,22,8,9,51,0
12,16,17,75,37,24,2,8,14,85,1
13,16,5,23,85,12,132,8,14,10,1
52,29,34,32,85,6,35,51,113,15,1
74,132,97,83,12,28,19,34,23,85,0
34,35,97,54,85,6,29,22,14,37,1
28,132,8,14,15,12,16,3,53,37,0
12,16,8,14,15,24,132,25,75,85,1
12,16,17,14,15,24,132,97,75,85,1
74,132,39,23,85,28,35,5,83,15,1
74,16,46,53,37,52,133,97,4,10,1
12,2,3,14,10,24,132,5,23,85,0
34,132,97,137,85,74,16,8,68,12,1
34,22,8,54,10,12,16,97,32,85,0
74,22,13,75,85,52,132,8,14,10,1
28,22,17,68,140,36,35,78,14,85,0
28,16,97,113,92,12,132,48,53,37,0
24,132,97,83,12,6,27,49,23,15,1
34,2,97,68,85,74,16,31,14,15,0
34,132,8,14,90,74,16,97,83,15,1
74,2,64,14,85,34,132,5,32,15,1
76,19,17,75,85,74,29,13,23,15,1
39,16,8,14,10,74,19,97,75,85,1
74,132,8,14,12,52,29,48,53,37,1
6,2,3,32,15,24,22,17,53,37,0
55,16,31,14,51,12,2,3,23,10,1
74,16,3,32,10,24,2,8,14,66,0
36,16,3,32,22,67,2,8,14,66,0
6,16,8,14,51,24,22,3,54,5,1
38,19,48,14,15,24,22,17,53,51,1
6,16,25,14,15,24,19,3,9,51,0
28,19,17,4,41,69,35,48,32,10,0
36,19,48,4,15,24,35,22,32,30,0
24,19,38,53,37,76,35,5,4,10,1
51,7,3,32,12,6,2,49,23,10,1
52,19,17,14,51,12,2,38,75,15,1
12,7,17,14,51,24,2,5,75,10,1
12,29,48,14,51,24,2,25,32,10,1
24,29,17,14,51,34,2,3,4,37,1
6,2,5,14,51,34,27,8,23,15,0
12,2,8,4,10,28,19,5,23,15,0
36,16,8,23,5,28,2,38,48,10,0
24,19,3,53,10,28,29,20,93,37,0
24,16,8,23,10,12,2,3,14,15,1
24,16,8,48,44,6,29,76,54,30,1
34,19,17,14,15,24,35,51,4,10,1
34,2,17,75,10,74,29,8,23,15,0
34,35,17,23,30,6,19,38,14,15,1
74,19,76,23,15,24,2,39,14,51,0
55,80,49,32,51,76,29,8,14,5,0
6,2,8,14,85,51,29,48,32,15,1
28,16,38,53,37,34,35,8,23,10,1
6,16,57,14,43,51,7,17,71,37,0
45,35,5,14,15,24,19,22,23,10,1
74,29,17,14,43,59,27,8,53,37,0
61,22,3,14,10,34,19,31,23,15,0
34,19,17,23,5,24,22,49,14,15,1
41,57,31,14,51,34,22,8,23,15,0
41,80,31,14,5,34,29,3,23,51,1
76,47,5,53,37,24,27,17,14,51,1
36,2,57,14,10,28,16,25,53,37,1
28,35,48,14,15,24,2,8,23,12,1
34,29,51,83,5,24,19,48,75,15,1
6,16,25,14,51,69,22,2,53,37,1
12,22,38,14,51,74,16,32,99,10,1
24,35,17,14,10,59,22,5,32,15,1
24,35,17,14,10,59,22,5,23,12,0
12,2,21,53,37,6,35,76,14,43,0
55,47,3,14,51,24,16,25,32,5,1
34,22,31,14,51,28,47,8,71,37,1
67,16,3,14,15,39,73,18,4,51,1
34,19,76,32,43,74,29,17,14,15,1
34,19,8,9,15,24,35,51,14,10,1
24,35,17,14,51,45,16,8,53,66,1
56,16,17,14,10,6,2,20,53,37,1
36,16,38,32,15,74,22,5,4,43,1
36,2,5,14,51,24,29,39,53,37,1
36,2,8,53,37,76,19,20,32,10,1
55,19,25,14,15,36,2,5,4,10,0
74,16,8,54,37,36,2,25,23,10,0
74,16,3,83,85,6,2,38,32,10,1
28,19,31,14,5,34,7,8,71,51,1
28,19,31,14,37,34,2,5,53,43,1
24,2,17,14,15,28,27,8,32,5,0
45,2,31,75,43,28,47,5,14,85,0
55,29,8,14,10,24,35,51,83,15,1
24,19,51,14,15,6,22,25,53,37,1
61,22,25,75,5,26,27,38,83,66,1
24,22,8,14,5,13,73,59,23,15,0
13,7,3,53,37,24,29,89,14,10,1
12,16,3,14,121,28,2,31,53,37,0
34,29,8,32,15,12,27,97,53,37,1
34,19,3,53,37,33,29,95,14,43,0
28,35,39,14,10,26,27,5,23,15,1
1,27,3,23,15,28,29,20,75,10,0
24,22,25,32,10,76,16,17,53,37,0
6,16,17,53,51,76,29,57,32,37,1
34,35,22,75,37,24,16,38,32,5,1
74,22,17,75,10,59,29,20,14,15,0
28,35,5,32,15,26,19,39,75,37,1
28,19,8,32,10,74,2,17,23,15,1
52,29,34,4,85,74,35,76,32,10,0
74,7,17,14,43,59,16,5,53,37,0
28,19,5,32,85,24,35,17,23,15,1
36,2,17,75,85,28,16,5,32,15,0
28,22,8,32,10,6,16,17,53,37,1
6,27,3,14,15,39,22,8,53,37,1
74,16,8,32,10,24,80,3,83,15,1
111,22,17,14,5,34,35,3,4,51,1
113,47,34,14,51,74,22,25,75,66,0
12,80,22,23,15,74,27,3,14,5,1
28,2,17,54,15,26,22,5,23,66,1
24,2,8,14,12,34,29,25,54,15,0
28,27,17,23,85,45,47,38,14,5,0
24,47,51,14,85,28,2,25,23,5,1
28,7,17,14,5,34,35,3,23,15,0
12,22,3,23,85,34,35,5,14,51,0
56,16,5,4,10,6,35,22,53,37,0
6,29,38,14,85,56,16,5,54,10,0
24,16,8,83,15,74,2,97,53,37,1
34,19,3,54,51,6,92,8,53,15,0
26,27,38,14,5,33,22,3,53,37,1
33,22,3,32,64,45,27,17,4,5,1
61,2,3,17,15,24,27,8,14,12,1
76,35,25,23,15,74,29,8,14,51,1
76,22,49,23,15,74,2,38,14,85,1
28,16,8,23,15,1,133,3,14,51,1
6,35,48,23,10,74,2,8,32,66,1
24,19,8,14,51,6,29,89,23,10,1
28,22,17,14,15,34,29,8,48,12,0
6,27,17,14,51,24,22,3,75,30,0
36,16,3,75,10,24,29,59,14,37,1
28,2,31,54,44,34,16,8,14,51,1
34,22,8,53,37,24,2,3,14,15,0
86,22,3,23,37,74,19,76,14,85,1
24,29,17,23,10,55,19,76,14,85,0
38,80,5,14,85,24,2,31,32,43,1
55,19,5,14,85,26,132,31,75,51,1
74,29,3,14,15,6,35,51,75,12,1
34,22,25,75,15,76,19,39,14,10,0
6,27,8,14,85,34,35,25,75,15,1
24,16,49,75,10,38,47,48,23,15,1
34,47,38,14,15,24,16,31,75,10,1
24,16,17,32,15,74,2,3,53,37,1
24,22,25,32,5,45,29,89,53,37,1
28,27,25,14,85,34,22,5,75,66,1
6,29,22,14,10,34,19,8,75,85,0
28,19,5,32,43,74,2,39,53,37,1
